,product_id,price,pay_later,vnd_cashback,quantity_sold,brand_id,category_id,seller_id,gender_id,sales_id,revenue
44,73491240,49000,False,0,31,1,1,17,U,45,1519000
45,147485306,32000,False,0,0,1,2,23,U,46,0
46,49955511,49000,False,0,8,1,3,17,F,47,392000
47,44349072,40000,False,0,0,1,2,27,F,48,0
48,72052328,35000,False,950,0,1,2,28,U,49,0
49,173694429,49000,False,0,0,1,1,1,U,50,0
50,102862458,45999,False,0,0,1,2,3,U,51,0
51,71098971,49000,False,0,0,1,4,29,U,52,0
52,174176026,49000,False,0,0,1,1,1,U,53,0
53,168527723,50000,False,0,5,1,2,30,U,54,250000
54,130814112,45000,False,0,0,1,2,31,U,55,0
55,149447746,45000,False,0,0,1,2,32,U,56,0
56,136940108,45000,False,0,0,1,2,25,U,57,0
57,20888670,46000,False,0,3,1,3,33,F,58,138000
58,44076540,38458,False,0,0,3,3,8,F,59,0
59,143613770,50000,False,0,0,1,2,9,U,60,0
60,174852388,42000,False,0,0,1,2,34,M,61,0
61,176851307,48000,False,0,0,1,2,35,U,62,0
62,56687789,50000,False,0,0,1,3,27,U,63,0
63,247555177,41000,False,0,0,1,2,36,U,64,0
64,247554818,49000,False,0,0,1,2,36,U,65,0
65,188447797,80000,False,0,8,4,1,37,F,66,640000
66,188994077,80000,False,0,0,4,1,38,F,67,0
67,8575130,97000,False,0,700,5,3,39,U,68,67900000
68,147708680,62900,False,0,196,1,1,14,F,69,12328400
69,76202565,54400,False,0,164,1,1,14,U,70,8921600
70,76007146,66300,False,0,14,1,1,14,U,71,928200
71,151488531,69900,False,0,47,1,1,14,U,72,3285300
72,149526693,73990,False,0,4,1,1,15,F,73,295960
73,66677355,58900,False,0,184,1,3,14,F,74,10837600
74,26029870,54450,False,0,19,3,3,8,U,75,1034550
75,149526777,65500,False,0,76,1,1,14,F,76,4978000
76,72626600,76500,False,0,92,1,4,14,F,77,7038000
77,149526375,79900,False,0,17,1,1,14,U,78,1358300
78,151488097,59900,False,0,44,1,1,14,U,79,2635600
79,138662136,59000,False,0,6,1,1,40,U,80,354000
80,153495226,70050,False,0,7,1,1,15,U,81,490350
81,11489581,69999,False,0,94,1,2,41,F,82,6579906
82,6476329,79999,False,0,424,1,3,24,F,83,33919576
83,138624523,69000,False,0,13,1,2,40,M,84,897000
84,147708748,59900,False,0,6,1,1,14,F,85,359400
85,135111833,62900,False,0,39,1,1,14,F,86,2453100
86,190681158,59000,False,0,1,1,1,40,U,87,59000
87,69557166,75990,False,0,3,1,3,15,F,88,227970
88,16326485,64000,False,1737,51,6,3,42,U,89,3264000
89,4266309,55000,False,0,17,1,3,8,U,90,935000
90,149526786,79800,False,0,18,1,1,14,U,91,1436400
91,151488467,56490,False,0,4,1,1,15,U,92,225960
92,198258814,80000,False,0,0,1,1,43,U,93,0
93,173868934,79900,False,0,1,1,2,15,U,94,79900
94,136074475,54100,False,0,8,1,1,15,U,95,432800
95,74895540,69900,False,0,46,1,1,14,F,96,3215400
96,149526380,71500,False,0,7,1,1,15,U,97,500500
97,132079697,90000,False,0,2,1,4,43,F,98,180000
98,108158188,51900,False,0,10,1,2,15,U,99,519000
99,149526326,76600,False,0,4,1,1,15,U,100,306400
100,74683737,72350,False,0,3,1,1,15,F,101,217050
101,146729769,80000,False,0,4,1,1,44,F,102,320000
102,73767822,79300,False,0,0,1,1,15,F,103,0
103,75182575,55600,False,0,97,1,1,14,U,104,5393200
104,77895298,58500,False,0,60,1,1,14,U,105,3510000
105,138623576,65900,False,0,15,1,2,14,F,106,988500
106,138662153,52500,False,0,0,1,1,15,U,107,0
107,146729790,80000,False,0,1,1,1,44,U,108,80000
108,132078979,90000,False,0,1,1,2,43,F,109,90000
109,138624639,69000,False,0,14,1,2,40,M,110,966000
110,74487414,76600,False,0,0,1,1,15,F,111,0
111,173867565,79900,False,0,0,1,2,15,U,112,0
112,71705687,62900,False,0,28,1,4,14,U,113,1761200
113,210508410,69000,False,0,0,1,1,19,F,114,0
114,146730375,76000,False,0,4,1,1,44,U,115,304000
115,147708706,76900,False,0,0,1,1,15,U,116,0
116,73410860,79900,False,0,0,1,1,15,U,117,0
117,38075042,70500,False,0,0,1,3,15,U,118,0
118,138623715,69000,False,0,7,1,2,40,M,119,483000
119,108157821,79900,False,0,0,1,1,15,U,120,0
120,91145665,79000,False,0,6,1,1,45,U,121,474000
121,16257171,78999,False,0,345,1,3,24,F,122,27254655
122,170651647,59000,False,0,0,1,2,46,U,123,0
123,190681020,60500,False,0,4,1,1,15,U,124,242000
124,108154953,69900,False,0,0,1,1,14,U,125,0
125,138661904,59000,False,0,2,1,2,40,U,126,118000
126,90324667,51000,False,0,0,7,1,33,F,127,0
127,136074259,74500,False,0,0,1,1,15,U,128,0
128,72878203,50900,False,0,131,1,4,14,U,129,6667900
129,146730207,75000,False,0,0,1,1,44,U,130,0
130,151488238,79900,False,0,0,1,5,15,F,131,0
131,170653347,59000,False,0,0,1,2,46,U,132,0
132,198253957,78000,False,0,0,1,1,43,U,133,0
133,92493824,79800,False,0,0,1,1,15,F,134,0
134,132079129,90000,False,0,1,1,2,43,F,135,90000
135,102862557,75000,False,0,0,1,2,3,U,136,0
136,106654265,55000,False,0,0,1,2,5,U,137,0
137,26029393,54450,False,0,31,3,3,8,U,138,1687950
138,71155777,71900,False,0,21,1,4,14,F,139,1509900
139,165587315,72700,False,0,0,1,1,15,U,140,0
140,138623871,69000,False,0,0,1,2,40,F,141,0
141,144129890,61950,False,0,0,1,2,47,U,142,0
142,76357665,72300,False,0,0,1,1,15,F,143,0
143,67546520,69900,False,0,7,1,3,14,U,144,489300
144,57767990,149000,True,0,3,1,3,48,F,145,447000
145,173265437,62500,False,1696,0,1,2,49,U,146,0
146,73627619,77600,False,0,0,1,1,15,F,147,0
147,138661683,59000,False,0,0,1,2,40,U,148,0
148,49077085,65000,False,0,21,1,3,50,F,149,1365000
149,173564924,69000,False,0,0,1,1,1,U,150,0
150,158753707,58443,False,0,6,1,1,8,F,151,350658
151,138661549,59000,False,0,0,1,1,40,U,152,0
152,128292889,65000,False,1764,0,1,1,28,U,153,0
153,173868494,69000,False,0,0,1,2,15,U,154,0
154,138661408,59000,False,0,1,1,1,40,F,155,59000
155,138623913,69000,False,0,0,1,2,40,U,156,0
156,53667555,79000,False,0,0,1,3,51,U,157,0
157,138661737,59000,False,0,8,1,2,40,F,158,472000
158,13856698,75000,False,0,1,1,3,52,F,159,75000
159,53449251,69000,False,0,427,8,3,53,U,160,29463000
160,32429472,79000,False,0,2,9,3,41,U,161,158000
161,102862372,69000,False,0,0,1,2,3,F,162,0
162,146730318,78000,False,0,1,1,1,44,U,163,78000
163,136940224,65000,False,0,0,1,2,25,U,164,0
164,101142380,69000,False,0,0,1,1,54,U,165,0
165,138624442,69000,False,0,0,1,1,40,F,166,0
166,173867551,79900,False,0,0,1,2,15,F,167,0
167,41824303,75900,False,0,0,1,3,15,U,168,0
168,102909134,69900,False,0,59,1,2,14,U,169,4124100
169,138661618,59000,False,0,0,1,1,40,U,170,0
170,132079507,90000,False,0,0,1,2,43,F,171,0
171,138661705,59000,False,0,3,1,2,40,U,172,177000
172,136939956,55000,False,0,2,1,2,25,U,173,110000
173,190681211,69000,False,0,0,1,1,40,F,174,0
174,138624256,79000,False,0,0,1,1,40,F,175,0
175,146730078,80000,False,0,1,1,1,44,U,176,80000
176,20880298,75000,False,0,4,7,3,55,F,177,300000
177,103740552,59000,False,0,14,1,1,19,F,178,826000
178,147708820,76900,False,0,0,1,1,14,F,179,0
179,138661899,59000,False,0,3,1,2,40,U,180,177000
180,138625345,69000,False,0,0,1,1,40,F,181,0
181,138625265,79000,False,0,0,1,1,40,F,182,0
182,198256698,69000,False,0,0,1,1,43,U,183,0
183,108154769,79000,False,0,0,1,1,15,F,184,0
184,141473141,59000,False,0,12,1,1,56,F,185,708000
185,58569295,69000,False,0,29,10,3,57,F,186,2001000
186,173867510,79900,False,0,1,1,2,15,U,187,79900
187,44175883,78100,False,0,9,3,3,8,F,188,702900
188,148733024,79500,False,0,0,1,2,15,U,189,0
189,138623852,79000,False,0,0,1,2,40,U,190,0
190,151834649,76900,False,0,0,1,4,15,U,191,0
191,138661518,59000,False,0,0,1,1,40,U,192,0
192,151834847,66900,False,0,0,1,2,14,U,193,0
193,190681218,69000,False,0,0,1,1,40,F,194,0
194,1918669,68000,False,0,44,1,3,24,F,195,2992000
195,58567095,65000,False,0,10,10,3,57,F,196,650000
196,165898198,59000,False,0,0,1,2,58,U,197,0
197,138662019,59000,False,0,0,1,2,40,U,198,0
198,138623898,79000,False,0,0,1,2,40,U,199,0
199,153495773,76580,False,0,1,1,1,15,U,200,76580
200,20708183,146000,True,0,0,1,3,13,U,201,0
201,138623774,66000,False,0,1,1,2,40,F,202,66000
202,138624150,69000,False,0,0,1,1,40,U,203,0
203,30772249,55000,False,0,1,1,3,27,U,204,55000
204,173869110,79900,False,0,0,1,2,15,U,205,0
205,173867591,79900,False,0,1,1,2,15,U,206,79900
206,132079084,90000,False,0,0,1,2,43,F,207,0
207,138623741,70000,False,0,0,1,2,40,U,208,0
208,173868327,69000,False,0,1,1,2,15,U,209,69000
209,190681078,59000,False,0,0,1,1,40,F,210,0
210,190681407,59000,False,0,0,1,1,40,F,211,0
211,146730501,74800,False,0,0,1,1,15,U,212,0
212,138661714,59000,False,0,3,1,2,40,U,213,177000
213,108154764,82000,False,0,2,1,1,14,F,214,164000
214,21024671,115000,True,0,12,1,3,59,U,215,1380000
215,138624578,79000,False,0,0,1,2,40,F,216,0
216,190681316,79000,False,0,0,1,1,40,F,217,0
217,54550045,65000,False,0,17,1,3,50,F,218,1105000
218,106975663,74200,False,2014,0,1,2,60,U,219,0
219,173564913,69000,False,0,0,1,1,1,U,220,0
220,190681145,69000,False,0,0,1,1,40,U,221,0
221,38496208,69000,False,0,2,1,2,61,F,222,138000
222,71509352,71900,False,0,2,1,4,15,F,223,143800
223,73956363,70200,False,0,15,1,1,14,U,224,1053000
224,21165865,62000,False,0,6,1,3,52,U,225,372000
225,83683006,66300,False,1774,0,1,1,62,U,226,0
226,190681071,79000,False,0,0,1,1,40,F,227,0
227,138661983,59000,False,0,9,1,2,40,U,228,531000
228,14787113,69999,False,0,60,1,3,24,U,229,4199940
229,2078619,79000,False,0,78,1,3,24,U,230,6162000
230,67326498,66900,False,0,0,1,3,15,F,231,0
231,101142297,69000,False,0,0,1,1,54,U,232,0
232,101155708,69000,False,0,0,1,1,54,U,233,0
233,138625154,63000,False,0,0,1,1,40,U,234,0
234,152059215,71000,False,0,0,1,2,63,U,235,0
235,147702951,76900,False,0,5,1,1,14,U,236,384500
236,138661999,59000,False,0,1,1,2,40,U,237,59000
237,138624161,69000,False,0,0,1,2,40,U,238,0
238,146729699,74900,False,0,1,1,5,15,F,239,74900
239,190681235,69000,False,0,0,1,1,40,F,240,0
240,13763748,49000,False,0,7,1,3,64,F,241,343000
241,75618123,88000,False,0,9,1,1,14,F,242,792000
242,153495292,69900,False,0,5,1,1,14,U,243,349500
243,173265258,62500,False,1673,0,1,2,49,U,244,0
244,101142268,69000,False,0,0,1,1,54,U,245,0
245,80047066,75000,False,2007,0,6,1,42,U,246,0
246,49866856,73900,False,0,12,1,4,14,U,247,886800
247,179731557,75050,False,0,0,1,1,1,U,248,0
248,138623795,78000,False,0,0,1,2,40,U,249,0
249,146729955,78000,False,0,0,1,1,44,U,250,0
250,190681176,69000,False,0,0,1,1,40,U,251,0
251,173868633,79000,False,0,0,1,2,15,U,252,0
252,203428500,79900,False,0,0,1,1,15,U,253,0
253,138623769,76000,False,0,0,1,2,40,F,254,0
254,222711442,55000,False,0,1,1,1,1,F,255,55000
255,58811301,79000,False,0,0,1,3,65,U,256,0
256,138661792,59000,False,0,0,1,2,40,U,257,0
257,198256139,68000,False,0,0,1,1,43,U,258,0
258,106657583,77000,False,0,0,1,2,5,U,259,0
259,103856590,59000,False,0,0,1,1,19,F,260,0
260,138623793,79000,False,0,0,1,2,40,U,261,0
261,29530190,74000,False,0,23,1,3,66,F,262,1702000
262,190680805,100000,True,0,0,1,1,40,F,263,0
263,74610276,78500,False,0,8,1,1,14,F,264,628000
264,198268779,65000,False,0,0,1,1,43,U,265,0
265,13300620,69000,False,0,5,1,2,24,U,266,345000
266,20880268,75000,False,0,0,1,3,33,F,267,0
267,146730442,79000,False,0,0,1,1,44,U,268,0
268,190514909,74349,False,0,1,1,1,8,U,269,74349
269,194104680,129000,True,3453,0,1,1,67,F,270,0
270,89940923,66300,False,1774,0,1,2,49,U,271,0
271,101135393,69000,False,0,0,1,1,54,U,272,0
272,198257013,73000,False,0,0,1,1,43,U,273,0
273,147708775,75500,False,0,0,1,1,15,U,274,0
274,116115858,62700,False,1678,0,1,2,68,U,275,0
275,31840634,70499,False,0,0,11,2,24,U,276,0
276,179731636,65550,False,0,0,1,5,1,F,277,0
277,135092473,79900,False,0,0,1,1,15,U,278,0
278,198270956,80000,False,0,0,1,1,43,U,279,0
279,190681045,69000,False,0,0,1,1,40,F,280,0
280,101155442,69000,False,0,0,1,1,54,U,281,0
281,133932838,79900,False,0,0,1,1,15,U,282,0
282,203428486,79900,False,0,0,1,1,15,U,283,0
283,72013733,79200,False,0,0,1,4,15,F,284,0
284,41246072,72299,False,0,0,3,3,8,U,285,0
285,190681384,59000,False,0,0,1,1,40,F,286,0
286,14422636,69999,False,0,63,1,2,24,U,287,4409937
287,190681197,59000,False,0,0,1,1,40,U,288,0
288,138661629,59000,False,0,0,1,1,40,F,289,0
289,101155944,69000,False,0,0,1,1,54,U,290,0
290,190681372,69000,False,0,0,1,1,40,U,291,0
291,138661954,59000,False,0,1,1,2,40,U,292,59000
292,136940093,60000,False,0,2,1,1,25,U,293,120000
293,2078665,79000,False,0,18,1,3,24,U,294,1422000
294,138624790,76000,False,0,0,1,2,40,U,295,0
295,138624653,69000,False,0,0,1,1,40,U,296,0
296,138624016,79000,False,0,0,1,2,40,U,297,0
297,190681198,79000,False,0,0,1,1,40,F,298,0
298,36426217,76000,False,0,1,1,3,69,U,299,76000
299,198269494,65000,False,0,0,1,1,43,U,300,0
300,36157423,94050,False,0,5,1,3,70,U,301,470250
301,151491268,68800,False,0,0,1,1,15,F,302,0
302,76247079,74400,False,0,17,1,1,14,F,303,1264800
303,116116138,62700,False,1678,0,1,2,68,F,304,0
304,73485298,71250,False,1907,2,1,1,68,U,305,142500
305,138662048,59000,False,0,0,1,2,40,U,306,0
306,198272946,73000,False,0,0,1,1,43,F,307,0
307,190680936,59000,False,0,1,1,1,40,M,308,59000
308,179731562,65550,False,0,0,1,1,1,F,309,0
309,141474122,76000,False,0,0,1,1,56,U,310,0
310,138623850,69000,False,0,5,1,2,40,U,311,345000
311,101155976,69000,False,0,0,1,1,54,U,312,0
312,190681046,69000,False,0,0,1,1,40,F,313,0
313,138661886,59000,False,0,0,1,2,40,U,314,0
314,138661470,59000,False,0,4,1,1,40,F,315,236000
315,154906690,71000,False,0,0,1,2,71,U,316,0
316,13300586,79000,False,0,11,1,2,24,U,317,869000
317,179731411,65550,False,0,0,1,1,1,F,318,0
318,145111058,78785,False,2109,0,1,2,68,F,319,0
319,170651757,59000,False,0,0,1,2,46,U,320,0
320,7082637,80000,False,0,93,1,3,41,F,321,7440000
321,125428381,70000,False,0,1,1,2,44,U,322,70000
322,92493719,78500,False,0,0,1,1,15,U,323,0
323,29567394,110000,True,0,0,1,3,72,U,324,0
324,85924979,60000,False,0,0,12,1,50,F,325,0
325,216201652,65600,False,1756,0,1,2,68,U,326,0
326,172994243,78000,False,2088,0,1,2,73,U,327,0
327,177554861,78853,False,2111,0,1,2,74,U,328,0
328,145111508,62700,False,1678,0,1,2,68,U,329,0
329,41823851,59000,False,0,3,1,3,75,U,330,177000
330,136074033,69800,False,0,0,1,1,15,U,331,0
331,41232011,72299,False,0,11,3,2,8,U,332,795289
332,13373192,69000,False,0,0,1,2,24,U,333,0
333,138661689,59000,False,0,0,1,2,40,U,334,0
334,138624452,70000,False,0,0,1,2,40,F,335,0
335,198223255,60000,False,0,0,1,1,43,U,336,0
336,90325543,73000,False,0,0,7,1,33,F,337,0
337,190681085,79000,False,0,0,1,1,40,F,338,0
338,7087381,79999,False,0,285,1,3,24,F,339,22799715
339,152381333,79900,False,0,0,1,2,15,U,340,0
340,141474174,58000,False,0,1,1,2,56,U,341,58000
341,101156672,69000,False,0,0,1,1,54,U,342,0
342,101135210,69000,False,0,0,1,1,54,U,343,0
343,101135345,69000,False,0,0,1,1,54,U,344,0
344,168815404,71000,False,0,0,1,2,76,U,345,0
345,71687546,80000,False,0,7,1,4,14,U,346,560000
346,149526978,78100,False,0,0,1,1,15,U,347,0
347,108154858,74200,False,0,0,1,1,15,U,348,0
348,6242963,96000,False,0,4,1,3,59,U,349,384000
349,72866578,78700,False,0,12,1,4,14,F,350,944400
350,194133330,129000,True,3453,0,1,1,67,F,351,0
351,11058738,59000,False,0,0,1,3,75,U,352,0
352,26710259,60000,False,0,1,1,3,50,U,353,60000
353,150529273,62700,False,1678,0,1,2,68,F,354,0
354,173252192,66300,False,1774,0,1,2,49,F,355,0
355,44062610,78135,False,0,24,3,3,8,F,356,1875240
356,138623946,69000,False,0,0,1,2,40,U,357,0
357,170650108,59000,False,0,0,1,2,46,U,358,0
358,138661407,59000,False,0,0,1,1,40,U,359,0
359,101145559,69000,False,0,0,1,1,54,U,360,0
360,170652454,79000,False,0,0,1,2,46,U,361,0
361,173869067,79000,False,0,0,1,2,15,U,362,0
362,21967193,59000,False,0,0,1,3,65,U,363,0
363,4532713,79000,False,0,21,1,3,24,U,364,1659000
364,87100112,69900,False,0,0,1,1,15,F,365,0
365,163015380,59000,False,0,3,1,1,19,F,366,177000
366,115124753,72000,False,1927,0,1,1,77,F,367,0
367,190681112,59000,False,0,3,1,1,40,F,368,177000
368,190681349,69000,False,0,0,1,1,40,U,369,0
369,166437121,56000,False,0,2,1,1,78,U,370,112000
370,13373242,69000,False,0,30,1,2,24,U,371,2070000
371,173564906,69000,False,0,0,1,1,1,U,372,0
372,101142055,69000,False,0,0,1,1,54,U,373,0
373,138662118,59000,False,0,1,1,1,40,U,374,59000
374,190681119,79000,False,0,0,1,1,40,F,375,0
375,14786369,69000,False,0,2,1,3,24,U,376,138000
376,73507935,62700,False,1678,0,1,1,68,U,377,0
377,161862725,54500,False,1459,0,1,2,68,F,378,0
378,190681114,59000,False,0,0,1,1,40,U,379,0
379,129863346,70000,False,0,1,1,2,79,F,380,70000
380,24960733,79000,False,0,7,1,3,24,U,381,553000
381,90325901,71000,False,0,0,7,1,33,F,382,0
382,101155227,69000,False,0,0,1,1,54,U,383,0
383,7080831,79999,False,0,615,1,3,24,F,384,49199385
384,104250345,59000,False,0,4,1,1,19,F,385,236000
385,138661521,59000,False,0,0,1,2,40,F,386,0
386,138624571,69000,False,0,0,1,1,40,U,387,0
387,194179579,59000,False,0,0,1,1,19,F,388,0
388,138661415,59000,False,0,0,1,1,40,U,389,0
389,138624403,62000,False,0,0,1,1,40,F,390,0
390,138661920,59000,False,0,0,1,2,40,F,391,0
391,222711462,79000,False,0,0,1,1,1,U,392,0
392,138661559,59000,False,0,0,1,1,40,U,393,0
393,190681400,69000,False,0,0,1,1,40,F,394,0
394,190680800,62000,False,0,0,1,1,40,U,395,0
395,190681359,69000,False,0,1,1,1,40,U,396,69000
396,103855689,59000,False,0,3,1,1,19,F,397,177000
397,78025681,79900,False,0,1,1,1,15,U,398,79900
398,49654709,76000,False,0,0,1,3,69,U,399,0
399,32945595,58000,False,0,0,1,3,80,F,400,0
400,172993600,80000,False,2141,0,1,2,73,U,401,0
401,190681344,69000,False,0,0,1,1,40,F,402,0
402,138661664,59000,False,0,1,1,1,40,U,403,59000
403,103461939,77000,False,0,0,1,2,81,U,404,0
404,103459592,77000,False,0,1,1,2,81,U,405,77000
405,58570103,59000,False,0,14,10,3,57,U,406,826000
406,48510303,79000,False,0,21,9,3,41,U,407,1659000
407,76357701,78900,False,0,12,13,1,14,F,408,946800
408,58952871,69900,False,0,16,1,3,14,U,409,1118400
409,138661578,59000,False,0,0,1,1,40,U,410,0
410,101155192,69000,False,0,0,1,1,54,U,411,0
411,138623867,69000,False,0,0,1,2,40,U,412,0
412,210275920,59000,False,0,0,1,1,19,F,413,0
413,101145815,69000,False,0,0,1,1,54,U,414,0
414,138624527,63000,False,0,0,1,2,40,U,415,0
415,101155669,69000,False,0,0,1,1,54,U,416,0
416,101145191,69000,False,0,0,1,1,54,U,417,0
417,170651180,59000,False,0,0,1,2,46,U,418,0
418,102862718,75000,False,0,0,1,2,3,U,419,0
419,198223341,78000,False,0,0,1,1,43,U,420,0
420,101155664,69000,False,0,0,1,1,54,U,421,0
421,149179097,79200,False,0,0,1,1,82,F,422,0
422,192126552,69000,False,0,0,1,1,43,U,423,0
423,23367757,76000,False,0,0,1,3,69,F,424,0
424,190681185,72000,False,0,0,1,1,40,F,425,0
425,138623796,69000,False,0,0,1,2,40,F,426,0
426,68767350,95000,False,0,18,1,3,14,U,427,1710000
427,14080572,86000,False,0,2,1,6,83,M,428,172000
428,116298388,66300,False,1774,0,14,1,49,M,429,0
429,137149576,62700,False,1678,0,1,1,68,U,430,0
430,13768333,49000,False,0,21,1,3,64,F,431,1029000
431,161894276,54500,False,1459,0,1,2,68,F,432,0
432,138661918,59000,False,0,0,1,2,40,F,433,0
433,138661699,59000,False,0,4,1,2,40,U,434,236000
434,138662061,59000,False,0,0,1,2,40,U,435,0
435,20738649,69000,False,0,3,1,3,84,U,436,207000
436,138623824,69000,False,0,1,1,2,40,M,437,69000
437,138624489,69000,False,0,0,1,2,40,F,438,0
438,170652690,59000,False,0,0,1,2,46,U,439,0
439,138624372,79000,False,0,0,1,1,40,F,440,0
440,7087385,79999,False,0,128,1,3,24,F,441,10239872
441,190681037,69000,False,0,1,1,1,40,U,442,69000
442,146730295,70000,False,0,1,1,1,44,U,443,70000
443,38074581,79000,False,0,0,1,3,15,U,444,0
444,148599708,69000,False,0,0,1,1,40,U,445,0
445,190681076,69000,False,0,0,1,1,40,U,446,0
446,145114054,51300,False,1373,0,1,2,68,F,447,0
447,177603844,79926,False,2139,0,1,2,74,U,448,0
448,177612650,78785,False,2109,0,1,2,74,F,449,0
449,109816825,66300,False,1774,1,1,2,49,U,450,66300
450,89951687,45000,False,1204,0,1,2,49,F,451,0
451,84208347,62700,False,1678,1,1,1,68,U,452,62700
452,198255448,69000,False,0,0,1,1,43,U,453,0
453,198271153,72000,False,0,0,1,1,43,U,454,0
454,190681419,69000,False,0,0,1,1,40,F,455,0
455,183042338,75000,False,0,0,1,1,85,F,456,0
456,170651618,59000,False,0,0,1,2,46,U,457,0
457,138624188,69000,False,0,1,1,1,40,U,458,69000
458,90322254,73000,False,0,0,7,1,33,F,459,0
459,72684958,77000,False,0,0,1,4,86,F,460,0
460,115255034,66300,False,1774,0,1,2,49,F,461,0
461,133896428,62700,False,1678,0,1,1,68,U,462,0
462,116843543,62700,False,1678,0,1,2,68,U,463,0
463,146730018,78000,False,0,0,1,1,44,U,464,0
464,101135414,69000,False,0,0,1,1,54,U,465,0
465,138624337,69000,False,0,0,1,1,40,F,466,0
466,101156508,69000,False,0,0,1,1,54,U,467,0
467,130813859,70000,False,0,0,1,2,31,U,468,0
468,19730502,61600,False,0,0,1,3,8,U,469,0
469,138661685,59000,False,0,0,1,1,40,F,470,0
470,4982175,51278,False,0,0,1,3,8,F,471,0
471,112099384,62700,False,1678,0,1,2,68,U,472,0
472,115125443,84000,False,2248,0,1,2,77,U,473,0
473,134390841,70000,False,0,0,1,2,87,U,474,0
474,92811199,65000,False,0,0,1,1,88,U,475,0
475,138661679,59000,False,0,2,1,2,40,U,476,118000
476,164542322,55000,False,0,0,1,2,89,U,477,0
477,138624459,79000,False,0,0,1,2,40,U,478,0
478,170649161,79000,False,0,0,1,2,46,U,479,0
479,183511129,65600,False,1756,0,1,2,68,F,480,0
480,170653400,79000,False,0,0,1,2,46,U,481,0
481,194102399,129000,True,3453,0,1,1,67,F,482,0
482,172995784,76000,False,2034,0,1,2,73,U,483,0
483,190681100,69000,False,0,0,1,1,40,F,484,0
484,138625239,69000,False,0,0,1,1,40,U,485,0
485,89058655,60000,False,1606,0,1,2,90,F,486,0
486,3006993,159000,True,0,320,15,3,91,U,487,50880000
487,164073371,178000,True,0,0,1,2,92,U,488,0
488,34575595,258500,True,0,83,3,3,8,U,489,21455500
489,142801905,190000,True,0,2,1,7,93,U,490,380000
490,188902980,170000,True,0,0,1,2,94,U,491,0
491,21459829,177450,True,0,1,1,3,95,U,492,177450
492,55966925,157500,True,0,3,1,3,95,U,493,472500
493,164361071,250000,True,0,0,1,2,96,U,494,0
494,75003617,175750,True,0,94,16,7,97,U,495,16520500
495,52582741,173000,True,4631,466,17,3,98,M,496,80618000
496,211299843,129000,True,0,3,1,2,99,U,497,387000
497,119368423,100000,True,0,1,1,7,96,U,498,100000
498,19823340,149000,True,0,0,1,3,100,U,499,0
499,195436237,145000,True,0,0,1,4,101,U,500,0
500,155551275,169000,True,0,4,1,7,102,U,501,676000
501,177713200,199000,True,0,0,18,7,103,U,502,0
502,20810964,155000,True,0,0,1,3,104,U,503,0
